customer_id,customer_name,region,last_purchase_date,order_count,total_revenue,total_profit,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
203,Customer_0203,Southern Europe,2024-11-01,3,664.02,-62.48999999999999,60,3,664.02,4,4,2,442,Potential Loyalists
47,Customer_0047,Southern Europe,2024-11-03,3,656.98,75.09000000000002,58,3,656.98,4,3,2,432,Potential Loyalists
65,Customer_0065,Western Europe,2024-12-10,3,650.39,-95.15,21,3,650.39,5,3,2,532,Potential Loyalists
222,Customer_0222,Southern Europe,2024-11-13,2,648.1800000000001,345.28,48,2,648.18,4,3,2,432,Potential Loyalists
206,Customer_0206,Southern Europe,2024-11-19,2,638.22,56.459999999999994,42,2,638.22,4,3,2,432,Potential Loyalists
78,Customer_0078,Southern Europe,2024-12-24,3,636.54,-81.02,7,3,636.54,5,4,2,542,Potential Loyalists
279,Customer_0279,Southern Europe,2024-12-30,2,628.4,140.63,1,2,628.4,5,3,2,532,Potential Loyalists
162,Customer_0162,Southern Europe,2024-11-25,2,582.7800000000001,135.6,36,2,582.78,4,3,2,432,Potential Loyalists
103,Customer_0103,Southern Europe,2024-10-31,2,539.0600000000001,122.38,61,2,539.06,4,2,2,422,Potential Loyalists
202,Customer_0202,Southern Europe,2024-12-16,2,538.2,184.93,15,2,538.2,5,3,2,532,Potential Loyalists
12,Customer_0012,Western Europe,2024-11-30,3,523.17,-334.90999999999997,31,3,523.17,5,3,2,532,Potential Loyalists
55,Customer_0055,Southern Europe,2024-12-10,2,491.27000000000004,37.39,21,2,491.27,5,2,2,522,Potential Loyalists
299,Customer_0299,Western Europe,2024-12-09,2,448.86,152.78,22,2,448.86,5,3,1,531,Potential Loyalists
241,Customer_0241,North Africa,2024-11-21,1,435.6,30.930000000000007,40,1,435.6,4,2,1,421,Potential Loyalists
44,Customer_0044,Western Europe,2024-12-21,3,414.44,77.16,10,3,414.44,5,3,1,531,Potential Loyalists
260,Customer_0260,Southern Europe,2024-11-23,2,404.46,-61.489999999999995,38,2,404.46,4,3,1,431,Potential Loyalists
210,Customer_0210,North Africa,2024-11-19,2,400.26,-327.1,42,2,400.26,4,3,1,431,Potential Loyalists
246,Customer_0246,Central Europe,2024-11-18,2,348.73999999999995,22.92,43,2,348.74,4,3,1,431,Potential Loyalists
291,Customer_0291,North Africa,2024-12-26,2,342.39,-88.21000000000001,5,2,342.39,5,3,1,531,Potential Loyalists
149,Customer_0149,Central Europe,2024-12-15,2,334.44,47.879999999999995,16,2,334.44,5,2,1,521,Potential Loyalists
182,Customer_0182,Southern Europe,2024-12-27,2,321.0,57.029999999999994,4,2,321.0,5,3,1,531,Potential Loyalists
270,Customer_0270,Southern Europe,2024-10-30,1,318.71999999999997,99.66,62,1,318.72,4,2,1,421,Potential Loyalists
298,Customer_0298,North Africa,2024-11-06,1,297.0,149.82,55,1,297.0,4,2,1,421,Potential Loyalists
95,Customer_0095,Southern Europe,2024-10-31,3,248.88,-119.24,61,3,248.88,4,4,1,441,Potential Loyalists
23,Customer_0023,Southern Europe,2024-12-14,3,248.53,-32.33,17,3,248.53,5,3,1,531,Potential Loyalists
